counter	insert_time	motelabMoteID	motelabSeqNo
1	2012-10-08 19:05:07	1	1
2	2012-10-08 19:05:08	1	2
3	2012-10-08 19:05:09	1	3
4	2012-10-08 19:05:10	1	4
5	2012-10-08 19:05:11	1	5
6	2012-10-08 19:05:11	1	6
7	2012-10-08 19:05:12	1	7
8	2012-10-08 19:05:13	1	8
9	2012-10-08 19:05:14	1	9
10	2012-10-08 19:05:15	1	10
11	2012-10-08 19:05:16	1	11
12	2012-10-08 19:05:17	1	12
13	2012-10-08 19:05:18	1	13
14	2012-10-08 19:05:19	1	14
15	2012-10-08 19:05:20	1	15
16	2012-10-08 19:05:21	1	16
17	2012-10-08 19:05:22	1	17
18	2012-10-08 19:05:23	1	18
19	2012-10-08 19:05:24	1	19
20	2012-10-08 19:05:25	1	20
21	2012-10-08 19:05:26	1	21
22	2012-10-08 19:05:27	1	22
23	2012-10-08 19:05:28	1	23
24	2012-10-08 19:05:29	1	24
25	2012-10-08 19:05:30	1	25
26	2012-10-08 19:05:31	1	26
27	2012-10-08 19:05:32	1	27
28	2012-10-08 19:05:33	1	28
29	2012-10-08 19:05:34	1	29
30	2012-10-08 19:05:35	1	30
31	2012-10-08 19:05:36	1	31
32	2012-10-08 19:05:37	1	32
33	2012-10-08 19:05:38	1	33
34	2012-10-08 19:05:39	1	34
35	2012-10-08 19:05:40	1	35
36	2012-10-08 19:05:41	1	36
37	2012-10-08 19:05:42	1	37
38	2012-10-08 19:05:43	1	38
39	2012-10-08 19:05:44	1	39
40	2012-10-08 19:05:45	1	40
41	2012-10-08 19:05:46	1	41
42	2012-10-08 19:05:47	1	42
43	2012-10-08 19:05:48	1	43
44	2012-10-08 19:05:49	1	44
45	2012-10-08 19:05:50	1	45
46	2012-10-08 19:05:51	1	46
47	2012-10-08 19:05:52	1	47
48	2012-10-08 19:05:52	1	48
49	2012-10-08 19:05:53	1	49
50	2012-10-08 19:05:54	1	50
51	2012-10-08 19:05:55	1	51
52	2012-10-08 19:05:56	1	52
53	2012-10-08 19:05:57	1	53
54	2012-10-08 19:05:58	1	54
55	2012-10-08 19:05:59	1	55
56	2012-10-08 19:06:00	1	56
57	2012-10-08 19:06:01	1	57
58	2012-10-08 19:06:02	1	58
59	2012-10-08 19:06:03	1	59
60	2012-10-08 19:06:04	1	60
61	2012-10-08 19:06:05	1	61
62	2012-10-08 19:06:06	1	62
63	2012-10-08 19:06:07	1	63
64	2012-10-08 19:06:08	1	64
65	2012-10-08 19:06:09	1	65
66	2012-10-08 19:06:10	1	66
67	2012-10-08 19:06:11	1	67
68	2012-10-08 19:06:12	1	68
69	2012-10-08 19:06:13	1	69
70	2012-10-08 19:06:14	1	70
71	2012-10-08 19:06:15	1	71
72	2012-10-08 19:06:16	1	72
73	2012-10-08 19:06:17	1	73
74	2012-10-08 19:06:18	1	74
75	2012-10-08 19:06:19	1	75
76	2012-10-08 19:06:20	1	76
77	2012-10-08 19:06:21	1	77
78	2012-10-08 19:06:22	1	78
79	2012-10-08 19:06:23	1	79
80	2012-10-08 19:06:24	1	80
81	2012-10-08 19:06:25	1	81
82	2012-10-08 19:06:26	1	82
83	2012-10-08 19:06:27	1	83
84	2012-10-08 19:06:28	1	84
85	2012-10-08 19:06:29	1	85
86	2012-10-08 19:06:30	1	86
87	2012-10-08 19:06:31	1	87
88	2012-10-08 19:06:32	1	88
89	2012-10-08 19:06:33	1	89
90	2012-10-08 19:06:34	1	90
91	2012-10-08 19:06:34	1	91
92	2012-10-08 19:06:35	1	92
93	2012-10-08 19:06:36	1	93
94	2012-10-08 19:06:37	1	94
95	2012-10-08 19:06:38	1	95
96	2012-10-08 19:06:39	1	96
97	2012-10-08 19:06:40	1	97
98	2012-10-08 19:06:41	1	98
99	2012-10-08 19:06:42	1	99
100	2012-10-08 19:06:43	1	100
101	2012-10-08 19:06:44	1	101
102	2012-10-08 19:06:45	1	102
103	2012-10-08 19:06:46	1	103
104	2012-10-08 19:06:47	1	104
105	2012-10-08 19:06:48	1	105
106	2012-10-08 19:06:49	1	106
107	2012-10-08 19:06:50	1	107
108	2012-10-08 19:06:51	1	108
109	2012-10-08 19:06:52	1	109
110	2012-10-08 19:06:53	1	110
111	2012-10-08 19:06:54	1	111
112	2012-10-08 19:06:55	1	112
113	2012-10-08 19:06:56	1	113
114	2012-10-08 19:06:57	1	114
115	2012-10-08 19:06:58	1	115
116	2012-10-08 19:06:59	1	116
117	2012-10-08 19:07:00	1	117
118	2012-10-08 19:07:01	1	118
119	2012-10-08 19:07:02	1	119
120	2012-10-08 19:07:03	1	120
121	2012-10-08 19:07:04	1	121
122	2012-10-08 19:07:05	1	122
123	2012-10-08 19:07:06	1	123
124	2012-10-08 19:07:07	1	124
125	2012-10-08 19:07:08	1	125
