counter	insert_time	motelabMoteID	motelabSeqNo
7	2012-11-29 16:56:17	1	1
7	2012-11-29 16:56:17	2	2
8	2012-11-29 16:56:18	1	3
8	2012-11-29 16:56:18	2	4
9	2012-11-29 16:56:19	1	5
9	2012-11-29 16:56:19	2	6
10	2012-11-29 16:56:20	1	7
10	2012-11-29 16:56:20	2	8
11	2012-11-29 16:56:21	1	9
11	2012-11-29 16:56:21	2	10
12	2012-11-29 16:56:22	1	11
12	2012-11-29 16:56:22	2	12
13	2012-11-29 16:56:23	1	13
13	2012-11-29 16:56:23	2	14
14	2012-11-29 16:56:24	1	15
14	2012-11-29 16:56:24	2	16
15	2012-11-29 16:56:25	1	17
15	2012-11-29 16:56:25	2	18
16	2012-11-29 16:56:25	1	19
16	2012-11-29 16:56:26	2	20
17	2012-11-29 16:56:26	1	21
17	2012-11-29 16:56:26	2	22
18	2012-11-29 16:56:27	1	23
18	2012-11-29 16:56:27	2	24
19	2012-11-29 16:56:28	1	25
19	2012-11-29 16:56:28	2	26
20	2012-11-29 16:56:29	1	27
20	2012-11-29 16:56:29	2	28
21	2012-11-29 16:56:30	1	29
21	2012-11-29 16:56:30	2	30
22	2012-11-29 16:56:31	1	31
22	2012-11-29 16:56:31	2	32
23	2012-11-29 16:56:32	1	33
23	2012-11-29 16:56:32	2	34
24	2012-11-29 16:56:33	1	35
24	2012-11-29 16:56:33	2	36
25	2012-11-29 16:56:34	1	37
25	2012-11-29 16:56:34	2	38
26	2012-11-29 16:56:35	1	39
26	2012-11-29 16:56:35	2	40
27	2012-11-29 16:56:36	1	41
27	2012-11-29 16:56:36	2	42
28	2012-11-29 16:56:37	1	43
28	2012-11-29 16:56:37	2	44
29	2012-11-29 16:56:38	1	45
29	2012-11-29 16:56:38	2	46
30	2012-11-29 16:56:39	1	47
30	2012-11-29 16:56:39	2	48
31	2012-11-29 16:56:40	1	49
31	2012-11-29 16:56:40	2	50
32	2012-11-29 16:56:41	1	51
32	2012-11-29 16:56:41	2	52
33	2012-11-29 16:56:42	1	53
33	2012-11-29 16:56:42	2	54
34	2012-11-29 16:56:43	1	55
34	2012-11-29 16:56:43	2	56
35	2012-11-29 16:56:44	1	57
35	2012-11-29 16:56:44	2	58
36	2012-11-29 16:56:45	1	59
36	2012-11-29 16:56:45	2	60
37	2012-11-29 16:56:46	1	61
37	2012-11-29 16:56:46	2	62
38	2012-11-29 16:56:47	1	63
38	2012-11-29 16:56:47	2	64
39	2012-11-29 16:56:48	1	65
39	2012-11-29 16:56:48	2	66
40	2012-11-29 16:56:49	1	67
40	2012-11-29 16:56:49	2	68
41	2012-11-29 16:56:50	1	69
41	2012-11-29 16:56:50	2	70
42	2012-11-29 16:56:51	1	71
42	2012-11-29 16:56:51	2	72
43	2012-11-29 16:56:52	1	73
43	2012-11-29 16:56:52	2	74
44	2012-11-29 16:56:53	1	75
44	2012-11-29 16:56:53	2	76
45	2012-11-29 16:56:54	1	77
45	2012-11-29 16:56:54	2	78
46	2012-11-29 16:56:55	1	79
46	2012-11-29 16:56:55	2	80
47	2012-11-29 16:56:56	1	81
47	2012-11-29 16:56:56	2	82
48	2012-11-29 16:56:57	1	83
48	2012-11-29 16:56:57	2	84
49	2012-11-29 16:56:58	1	85
49	2012-11-29 16:56:58	2	86
50	2012-11-29 16:56:59	1	87
50	2012-11-29 16:56:59	2	88
51	2012-11-29 16:57:00	1	89
51	2012-11-29 16:57:00	2	90
52	2012-11-29 16:57:01	1	91
52	2012-11-29 16:57:01	2	92
53	2012-11-29 16:57:02	1	93
53	2012-11-29 16:57:02	2	94
54	2012-11-29 16:57:03	1	95
54	2012-11-29 16:57:03	2	96
55	2012-11-29 16:57:04	1	97
55	2012-11-29 16:57:04	2	98
56	2012-11-29 16:57:05	1	99
56	2012-11-29 16:57:05	2	100
57	2012-11-29 16:57:06	1	101
57	2012-11-29 16:57:06	2	102
58	2012-11-29 16:57:07	1	103
58	2012-11-29 16:57:07	2	104
59	2012-11-29 16:57:07	1	105
59	2012-11-29 16:57:08	2	106
60	2012-11-29 16:57:08	1	107
60	2012-11-29 16:57:08	2	108
61	2012-11-29 16:57:09	1	109
61	2012-11-29 16:57:09	2	110
