counter	insert_time	motelabMoteID	motelabSeqNo
7	2012-11-29 14:23:17	1	1
7	2012-11-29 14:23:17	2	2
8	2012-11-29 14:23:18	1	3
8	2012-11-29 14:23:18	2	4
9	2012-11-29 14:23:19	1	5
9	2012-11-29 14:23:19	2	6
10	2012-11-29 14:23:20	1	7
10	2012-11-29 14:23:20	2	8
11	2012-11-29 14:23:21	1	9
11	2012-11-29 14:23:21	2	10
12	2012-11-29 14:23:22	1	11
12	2012-11-29 14:23:22	2	12
13	2012-11-29 14:23:23	1	13
13	2012-11-29 14:23:23	2	14
14	2012-11-29 14:23:24	1	15
14	2012-11-29 14:23:24	2	16
15	2012-11-29 14:23:25	1	17
15	2012-11-29 14:23:25	2	18
16	2012-11-29 14:23:26	1	19
16	2012-11-29 14:23:26	2	20
17	2012-11-29 14:23:27	1	21
17	2012-11-29 14:23:27	2	22
18	2012-11-29 14:23:28	1	23
18	2012-11-29 14:23:28	2	24
19	2012-11-29 14:23:29	1	25
19	2012-11-29 14:23:29	2	26
20	2012-11-29 14:23:30	1	27
20	2012-11-29 14:23:30	2	28
21	2012-11-29 14:23:31	1	29
21	2012-11-29 14:23:31	2	30
22	2012-11-29 14:23:32	1	31
22	2012-11-29 14:23:32	2	32
23	2012-11-29 14:23:33	1	33
23	2012-11-29 14:23:33	2	34
24	2012-11-29 14:23:34	1	35
24	2012-11-29 14:23:34	2	36
25	2012-11-29 14:23:35	1	37
25	2012-11-29 14:23:35	2	38
26	2012-11-29 14:23:36	1	39
26	2012-11-29 14:23:36	2	40
27	2012-11-29 14:23:37	1	41
27	2012-11-29 14:23:37	2	42
28	2012-11-29 14:23:38	1	43
28	2012-11-29 14:23:38	2	44
29	2012-11-29 14:23:39	1	45
29	2012-11-29 14:23:39	2	46
30	2012-11-29 14:23:40	1	47
30	2012-11-29 14:23:40	2	48
31	2012-11-29 14:23:41	1	49
31	2012-11-29 14:23:41	2	50
32	2012-11-29 14:23:42	1	51
32	2012-11-29 14:23:42	2	52
33	2012-11-29 14:23:43	1	53
33	2012-11-29 14:23:43	2	54
34	2012-11-29 14:23:44	1	55
34	2012-11-29 14:23:44	2	56
35	2012-11-29 14:23:44	1	57
35	2012-11-29 14:23:45	2	58
36	2012-11-29 14:23:45	1	59
36	2012-11-29 14:23:46	2	60
37	2012-11-29 14:23:46	1	61
37	2012-11-29 14:23:46	2	62
38	2012-11-29 14:23:47	1	63
38	2012-11-29 14:23:47	2	64
39	2012-11-29 14:23:48	1	65
39	2012-11-29 14:23:48	2	66
40	2012-11-29 14:23:49	1	67
40	2012-11-29 14:23:49	2	68
41	2012-11-29 14:23:50	1	69
41	2012-11-29 14:23:50	2	70
42	2012-11-29 14:23:51	1	71
42	2012-11-29 14:23:51	2	72
43	2012-11-29 14:23:52	1	73
43	2012-11-29 14:23:52	2	74
44	2012-11-29 14:23:53	1	75
44	2012-11-29 14:23:53	2	76
45	2012-11-29 14:23:54	1	77
45	2012-11-29 14:23:54	2	78
46	2012-11-29 14:23:55	1	79
46	2012-11-29 14:23:55	2	80
47	2012-11-29 14:23:56	1	81
47	2012-11-29 14:23:56	2	82
48	2012-11-29 14:23:57	1	83
48	2012-11-29 14:23:57	2	84
49	2012-11-29 14:23:58	1	85
49	2012-11-29 14:23:58	2	86
50	2012-11-29 14:23:59	1	87
50	2012-11-29 14:23:59	2	88
51	2012-11-29 14:24:00	1	89
51	2012-11-29 14:24:00	2	90
52	2012-11-29 14:24:01	1	91
52	2012-11-29 14:24:01	2	92
53	2012-11-29 14:24:02	1	93
53	2012-11-29 14:24:02	2	94
54	2012-11-29 14:24:03	1	95
54	2012-11-29 14:24:03	2	96
55	2012-11-29 14:24:04	1	97
55	2012-11-29 14:24:04	2	98
56	2012-11-29 14:24:05	1	99
56	2012-11-29 14:24:05	2	100
57	2012-11-29 14:24:06	1	101
57	2012-11-29 14:24:06	2	102
58	2012-11-29 14:24:07	1	103
58	2012-11-29 14:24:07	2	104
59	2012-11-29 14:24:08	1	105
59	2012-11-29 14:24:08	2	106
60	2012-11-29 14:24:09	1	107
60	2012-11-29 14:24:09	2	108
61	2012-11-29 14:24:10	1	109
61	2012-11-29 14:24:10	2	110
62	2012-11-29 14:24:11	1	111
62	2012-11-29 14:24:11	2	112
63	2012-11-29 14:24:12	1	113
63	2012-11-29 14:24:12	2	114
64	2012-11-29 14:24:13	1	115
64	2012-11-29 14:24:13	2	116
65	2012-11-29 14:24:14	1	117
65	2012-11-29 14:24:14	2	118
66	2012-11-29 14:24:15	1	119
66	2012-11-29 14:24:15	2	120
67	2012-11-29 14:24:16	1	121
67	2012-11-29 14:24:16	2	122
68	2012-11-29 14:24:17	1	123
68	2012-11-29 14:24:17	2	124
69	2012-11-29 14:24:18	1	125
69	2012-11-29 14:24:18	2	126
70	2012-11-29 14:24:19	1	127
70	2012-11-29 14:24:19	2	128
71	2012-11-29 14:24:20	1	129
71	2012-11-29 14:24:20	2	130
72	2012-11-29 14:24:21	1	131
72	2012-11-29 14:24:21	2	132
73	2012-11-29 14:24:22	1	133
73	2012-11-29 14:24:22	2	134
74	2012-11-29 14:24:23	1	135
74	2012-11-29 14:24:23	2	136
75	2012-11-29 14:24:24	1	137
75	2012-11-29 14:24:24	2	138
76	2012-11-29 14:24:25	1	139
76	2012-11-29 14:24:25	2	140
77	2012-11-29 14:24:26	1	141
77	2012-11-29 14:24:26	2	142
78	2012-11-29 14:24:26	1	143
78	2012-11-29 14:24:27	2	144
79	2012-11-29 14:24:27	1	145
79	2012-11-29 14:24:27	2	146
80	2012-11-29 14:24:28	1	147
80	2012-11-29 14:24:28	2	148
81	2012-11-29 14:24:29	1	149
81	2012-11-29 14:24:29	2	150
82	2012-11-29 14:24:30	1	151
82	2012-11-29 14:24:30	2	152
83	2012-11-29 14:24:31	1	153
83	2012-11-29 14:24:31	2	154
84	2012-11-29 14:24:32	1	155
84	2012-11-29 14:24:32	2	156
85	2012-11-29 14:24:33	1	157
85	2012-11-29 14:24:33	2	158
86	2012-11-29 14:24:34	1	159
86	2012-11-29 14:24:34	2	160
87	2012-11-29 14:24:35	1	161
87	2012-11-29 14:24:35	2	162
