counter	insert_time	motelabMoteID	motelabSeqNo
7	2012-11-29 16:08:17	1	1
7	2012-11-29 16:08:17	2	2
8	2012-11-29 16:08:18	1	3
8	2012-11-29 16:08:18	2	4
9	2012-11-29 16:08:19	1	5
9	2012-11-29 16:08:19	2	6
10	2012-11-29 16:08:20	1	7
10	2012-11-29 16:08:20	2	8
11	2012-11-29 16:08:21	1	9
11	2012-11-29 16:08:21	2	10
12	2012-11-29 16:08:22	1	11
12	2012-11-29 16:08:22	2	12
13	2012-11-29 16:08:23	1	13
13	2012-11-29 16:08:23	2	14
14	2012-11-29 16:08:24	1	15
14	2012-11-29 16:08:24	2	16
15	2012-11-29 16:08:25	1	17
15	2012-11-29 16:08:25	2	18
16	2012-11-29 16:08:26	1	19
16	2012-11-29 16:08:26	2	20
17	2012-11-29 16:08:27	1	21
17	2012-11-29 16:08:27	2	22
18	2012-11-29 16:08:28	1	23
18	2012-11-29 16:08:28	2	24
19	2012-11-29 16:08:29	1	25
19	2012-11-29 16:08:29	2	26
20	2012-11-29 16:08:30	1	27
20	2012-11-29 16:08:30	2	28
21	2012-11-29 16:08:31	1	29
21	2012-11-29 16:08:31	2	30
22	2012-11-29 16:08:32	1	31
22	2012-11-29 16:08:32	2	32
23	2012-11-29 16:08:33	1	33
23	2012-11-29 16:08:33	2	34
24	2012-11-29 16:08:34	1	35
24	2012-11-29 16:08:34	2	36
25	2012-11-29 16:08:34	1	37
25	2012-11-29 16:08:35	2	38
26	2012-11-29 16:08:35	1	39
26	2012-11-29 16:08:35	2	40
27	2012-11-29 16:08:36	1	41
27	2012-11-29 16:08:36	2	42
28	2012-11-29 16:08:37	1	43
28	2012-11-29 16:08:37	2	44
29	2012-11-29 16:08:38	1	45
29	2012-11-29 16:08:38	2	46
30	2012-11-29 16:08:39	1	47
30	2012-11-29 16:08:39	2	48
31	2012-11-29 16:08:40	1	49
31	2012-11-29 16:08:40	2	50
32	2012-11-29 16:08:41	1	51
32	2012-11-29 16:08:41	2	52
33	2012-11-29 16:08:42	1	53
33	2012-11-29 16:08:42	2	54
34	2012-11-29 16:08:43	1	55
