counter	insert_time	motelabMoteID	motelabSeqNo
7	2012-11-29 14:16:17	2	1
7	2012-11-29 14:16:17	1	2
8	2012-11-29 14:16:18	2	3
8	2012-11-29 14:16:18	1	4
9	2012-11-29 14:16:19	2	5
9	2012-11-29 14:16:19	1	6
10	2012-11-29 14:16:20	2	7
10	2012-11-29 14:16:20	1	8
11	2012-11-29 14:16:21	2	9
11	2012-11-29 14:16:21	1	10
12	2012-11-29 14:16:22	2	11
12	2012-11-29 14:16:22	1	12
13	2012-11-29 14:16:23	2	13
13	2012-11-29 14:16:23	1	14
14	2012-11-29 14:16:24	2	15
14	2012-11-29 14:16:24	1	16
15	2012-11-29 14:16:25	2	17
15	2012-11-29 14:16:25	1	18
16	2012-11-29 14:16:26	2	19
16	2012-11-29 14:16:26	1	20
17	2012-11-29 14:16:27	2	21
17	2012-11-29 14:16:27	1	22
18	2012-11-29 14:16:27	2	23
18	2012-11-29 14:16:28	1	24
19	2012-11-29 14:16:28	2	25
19	2012-11-29 14:16:29	1	26
20	2012-11-29 14:16:29	2	27
20	2012-11-29 14:16:29	1	28
21	2012-11-29 14:16:30	2	29
21	2012-11-29 14:16:30	1	30
22	2012-11-29 14:16:31	2	31
22	2012-11-29 14:16:31	1	32
23	2012-11-29 14:16:32	2	33
23	2012-11-29 14:16:32	1	34
24	2012-11-29 14:16:33	2	35
24	2012-11-29 14:16:33	1	36
25	2012-11-29 14:16:34	2	37
25	2012-11-29 14:16:34	1	38
26	2012-11-29 14:16:35	2	39
26	2012-11-29 14:16:35	1	40
27	2012-11-29 14:16:36	2	41
27	2012-11-29 14:16:36	1	42
28	2012-11-29 14:16:37	2	43
28	2012-11-29 14:16:37	1	44
29	2012-11-29 14:16:38	2	45
29	2012-11-29 14:16:38	1	46
30	2012-11-29 14:16:39	2	47
30	2012-11-29 14:16:39	1	48
31	2012-11-29 14:16:40	2	49
31	2012-11-29 14:16:40	1	50
32	2012-11-29 14:16:41	2	51
32	2012-11-29 14:16:41	1	52
33	2012-11-29 14:16:42	2	53
33	2012-11-29 14:16:42	1	54
34	2012-11-29 14:16:43	2	55
34	2012-11-29 14:16:43	1	56
35	2012-11-29 14:16:44	2	57
35	2012-11-29 14:16:44	1	58
36	2012-11-29 14:16:45	2	59
36	2012-11-29 14:16:45	1	60
37	2012-11-29 14:16:46	2	61
37	2012-11-29 14:16:46	1	62
38	2012-11-29 14:16:47	2	63
38	2012-11-29 14:16:47	1	64
39	2012-11-29 14:16:48	2	65
39	2012-11-29 14:16:48	1	66
40	2012-11-29 14:16:49	2	67
40	2012-11-29 14:16:49	1	68
41	2012-11-29 14:16:50	2	69
41	2012-11-29 14:16:50	1	70
42	2012-11-29 14:16:51	2	71
42	2012-11-29 14:16:51	1	72
43	2012-11-29 14:16:52	2	73
43	2012-11-29 14:16:52	1	74
44	2012-11-29 14:16:53	2	75
44	2012-11-29 14:16:53	1	76
45	2012-11-29 14:16:54	2	77
45	2012-11-29 14:16:54	1	78
46	2012-11-29 14:16:55	2	79
46	2012-11-29 14:16:55	1	80
47	2012-11-29 14:16:56	2	81
47	2012-11-29 14:16:56	1	82
48	2012-11-29 14:16:57	2	83
48	2012-11-29 14:16:57	1	84
49	2012-11-29 14:16:58	2	85
49	2012-11-29 14:16:58	1	86
50	2012-11-29 14:16:59	2	87
50	2012-11-29 14:16:59	1	88
