counter	insert_time	motelabMoteID	motelabSeqNo
7	2012-11-29 17:12:17	1	1
7	2012-11-29 17:12:17	2	2
8	2012-11-29 17:12:18	1	3
8	2012-11-29 17:12:18	2	4
9	2012-11-29 17:12:19	1	5
9	2012-11-29 17:12:19	2	6
10	2012-11-29 17:12:20	1	7
10	2012-11-29 17:12:20	2	8
11	2012-11-29 17:12:21	1	9
11	2012-11-29 17:12:21	2	10
12	2012-11-29 17:12:22	1	11
12	2012-11-29 17:12:22	2	12
13	2012-11-29 17:12:23	1	13
13	2012-11-29 17:12:23	2	14
14	2012-11-29 17:12:24	1	15
14	2012-11-29 17:12:24	2	16
15	2012-11-29 17:12:25	1	17
15	2012-11-29 17:12:25	2	18
16	2012-11-29 17:12:26	1	19
16	2012-11-29 17:12:26	2	20
17	2012-11-29 17:12:27	1	21
17	2012-11-29 17:12:27	2	22
18	2012-11-29 17:12:28	1	23
18	2012-11-29 17:12:28	2	24
19	2012-11-29 17:12:29	1	25
19	2012-11-29 17:12:29	2	26
20	2012-11-29 17:12:30	1	27
20	2012-11-29 17:12:30	2	28
21	2012-11-29 17:12:31	1	29
21	2012-11-29 17:12:31	2	30
22	2012-11-29 17:12:32	1	31
22	2012-11-29 17:12:32	2	32
23	2012-11-29 17:12:33	1	33
23	2012-11-29 17:12:33	2	34
24	2012-11-29 17:12:34	1	35
24	2012-11-29 17:12:34	2	36
25	2012-11-29 17:12:35	1	37
25	2012-11-29 17:12:35	2	38
26	2012-11-29 17:12:36	1	39
26	2012-11-29 17:12:36	2	40
27	2012-11-29 17:12:37	1	41
27	2012-11-29 17:12:37	2	42
28	2012-11-29 17:12:38	1	43
28	2012-11-29 17:12:38	2	44
29	2012-11-29 17:12:39	1	45
29	2012-11-29 17:12:39	2	46
30	2012-11-29 17:12:40	1	47
30	2012-11-29 17:12:40	2	48
31	2012-11-29 17:12:41	1	49
31	2012-11-29 17:12:41	2	50
32	2012-11-29 17:12:42	1	51
32	2012-11-29 17:12:42	2	52
33	2012-11-29 17:12:43	1	53
33	2012-11-29 17:12:43	2	54
34	2012-11-29 17:12:44	1	55
34	2012-11-29 17:12:44	2	56
35	2012-11-29 17:12:44	1	57
35	2012-11-29 17:12:45	2	58
36	2012-11-29 17:12:45	1	59
36	2012-11-29 17:12:46	2	60
37	2012-11-29 17:12:46	1	61
37	2012-11-29 17:12:47	2	62
38	2012-11-29 17:12:47	1	63
38	2012-11-29 17:12:47	2	64
39	2012-11-29 17:12:48	1	65
39	2012-11-29 17:12:48	2	66
40	2012-11-29 17:12:49	1	67
