counter	insert_time	motelabMoteID	motelabSeqNo
7	2013-01-24 16:31:24	1	1
7	2013-01-24 16:31:24	2	2
7	2013-01-24 16:31:24	3	3
8	2013-01-24 16:31:25	1	4
8	2013-01-24 16:31:25	2	5
8	2013-01-24 16:31:25	3	6
9	2013-01-24 16:31:26	1	7
9	2013-01-24 16:31:26	2	8
9	2013-01-24 16:31:26	3	9
10	2013-01-24 16:31:27	1	10
10	2013-01-24 16:31:27	2	11
10	2013-01-24 16:31:27	3	12
11	2013-01-24 16:31:28	1	13
11	2013-01-24 16:31:28	2	14
11	2013-01-24 16:31:28	3	15
12	2013-01-24 16:31:29	1	16
12	2013-01-24 16:31:29	2	17
12	2013-01-24 16:31:29	3	18
13	2013-01-24 16:31:30	1	19
13	2013-01-24 16:31:30	2	20
13	2013-01-24 16:31:30	3	21
14	2013-01-24 16:31:31	1	22
14	2013-01-24 16:31:31	2	23
14	2013-01-24 16:31:31	3	24
15	2013-01-24 16:31:32	1	25
15	2013-01-24 16:31:32	2	26
15	2013-01-24 16:31:32	3	27
16	2013-01-24 16:31:33	1	28
16	2013-01-24 16:31:33	2	29
16	2013-01-24 16:31:33	3	30
17	2013-01-24 16:31:34	1	31
17	2013-01-24 16:31:34	2	32
17	2013-01-24 16:31:34	3	33
18	2013-01-24 16:31:35	1	34
18	2013-01-24 16:31:35	2	35
18	2013-01-24 16:31:35	3	36
19	2013-01-24 16:31:36	1	37
19	2013-01-24 16:31:36	2	38
19	2013-01-24 16:31:36	3	39
20	2013-01-24 16:31:37	1	40
20	2013-01-24 16:31:37	2	41
20	2013-01-24 16:31:37	3	42
21	2013-01-24 16:31:38	1	43
21	2013-01-24 16:31:38	2	44
21	2013-01-24 16:31:38	3	45
22	2013-01-24 16:31:39	1	46
22	2013-01-24 16:31:39	2	47
22	2013-01-24 16:31:39	3	48
23	2013-01-24 16:31:40	1	49
23	2013-01-24 16:31:40	2	50
23	2013-01-24 16:31:40	3	51
24	2013-01-24 16:31:41	1	52
24	2013-01-24 16:31:41	2	53
24	2013-01-24 16:31:41	3	54
25	2013-01-24 16:31:42	1	55
25	2013-01-24 16:31:42	2	56
25	2013-01-24 16:31:42	3	57
26	2013-01-24 16:31:43	1	58
26	2013-01-24 16:31:43	2	59
26	2013-01-24 16:31:43	3	60
27	2013-01-24 16:31:44	1	61
27	2013-01-24 16:31:44	2	62
27	2013-01-24 16:31:44	3	63
28	2013-01-24 16:31:45	1	64
28	2013-01-24 16:31:45	2	65
28	2013-01-24 16:31:45	3	66
29	2013-01-24 16:31:46	1	67
29	2013-01-24 16:31:46	2	68
29	2013-01-24 16:31:46	3	69
30	2013-01-24 16:31:47	1	70
30	2013-01-24 16:31:47	2	71
30	2013-01-24 16:31:47	3	72
31	2013-01-24 16:31:48	1	73
31	2013-01-24 16:31:48	2	74
31	2013-01-24 16:31:48	3	75
32	2013-01-24 16:31:49	1	76
32	2013-01-24 16:31:49	2	77
32	2013-01-24 16:31:49	3	78
33	2013-01-24 16:31:50	1	79
33	2013-01-24 16:31:50	2	80
33	2013-01-24 16:31:50	3	81
34	2013-01-24 16:31:51	1	82
34	2013-01-24 16:31:51	2	83
34	2013-01-24 16:31:51	3	84
35	2013-01-24 16:31:52	1	85
35	2013-01-24 16:31:52	2	86
35	2013-01-24 16:31:52	3	87
36	2013-01-24 16:31:53	1	88
36	2013-01-24 16:31:53	2	89
36	2013-01-24 16:31:53	3	90
37	2013-01-24 16:31:53	1	91
37	2013-01-24 16:31:54	2	92
37	2013-01-24 16:31:54	3	93
38	2013-01-24 16:31:54	1	94
38	2013-01-24 16:31:55	2	95
38	2013-01-24 16:31:55	3	96
39	2013-01-24 16:31:55	1	97
39	2013-01-24 16:31:55	2	98
39	2013-01-24 16:31:56	3	99
40	2013-01-24 16:31:56	1	100
40	2013-01-24 16:31:56	2	101
40	2013-01-24 16:31:56	3	102
41	2013-01-24 16:31:57	1	103
41	2013-01-24 16:31:57	2	104
41	2013-01-24 16:31:57	3	105
42	2013-01-24 16:31:58	1	106
42	2013-01-24 16:31:58	2	107
42	2013-01-24 16:31:58	3	108
43	2013-01-24 16:31:59	1	109
43	2013-01-24 16:31:59	2	110
43	2013-01-24 16:31:59	3	111
44	2013-01-24 16:32:00	1	112
44	2013-01-24 16:32:00	2	113
44	2013-01-24 16:32:00	3	114
45	2013-01-24 16:32:01	1	115
45	2013-01-24 16:32:01	2	116
45	2013-01-24 16:32:01	3	117
46	2013-01-24 16:32:02	1	118
46	2013-01-24 16:32:02	2	119
46	2013-01-24 16:32:02	3	120
47	2013-01-24 16:32:03	1	121
47	2013-01-24 16:32:03	2	122
47	2013-01-24 16:32:03	3	123
48	2013-01-24 16:32:04	1	124
48	2013-01-24 16:32:04	2	125
48	2013-01-24 16:32:04	3	126
49	2013-01-24 16:32:05	1	127
49	2013-01-24 16:32:05	2	128
49	2013-01-24 16:32:05	3	129
50	2013-01-24 16:32:06	1	130
50	2013-01-24 16:32:06	2	131
50	2013-01-24 16:32:06	3	132
51	2013-01-24 16:32:07	1	133
51	2013-01-24 16:32:07	2	134
51	2013-01-24 16:32:07	3	135
52	2013-01-24 16:32:08	1	136
52	2013-01-24 16:32:08	2	137
52	2013-01-24 16:32:08	3	138
53	2013-01-24 16:32:09	1	139
53	2013-01-24 16:32:09	2	140
53	2013-01-24 16:32:09	3	141
54	2013-01-24 16:32:10	1	142
54	2013-01-24 16:32:10	2	143
54	2013-01-24 16:32:10	3	144
55	2013-01-24 16:32:11	1	145
55	2013-01-24 16:32:11	2	146
55	2013-01-24 16:32:11	3	147
56	2013-01-24 16:32:12	1	148
56	2013-01-24 16:32:12	2	149
56	2013-01-24 16:32:12	3	150
57	2013-01-24 16:32:13	1	151
57	2013-01-24 16:32:13	2	152
57	2013-01-24 16:32:13	3	153
58	2013-01-24 16:32:14	1	154
58	2013-01-24 16:32:14	2	155
58	2013-01-24 16:32:14	3	156
59	2013-01-24 16:32:15	1	157
59	2013-01-24 16:32:15	2	158
59	2013-01-24 16:32:15	3	159
60	2013-01-24 16:32:16	1	160
60	2013-01-24 16:32:16	2	161
60	2013-01-24 16:32:16	3	162
61	2013-01-24 16:32:17	1	163
61	2013-01-24 16:32:17	2	164
61	2013-01-24 16:32:17	3	165
62	2013-01-24 16:32:18	1	166
62	2013-01-24 16:32:18	2	167
62	2013-01-24 16:32:18	3	168
63	2013-01-24 16:32:19	1	169
