counter	insert_time	motelabMoteID	motelabSeqNo
7	2013-01-17 16:48:38	2	1
7	2013-01-17 16:48:38	1	2
7	2013-01-17 16:48:38	3	3
8	2013-01-17 16:48:39	2	4
8	2013-01-17 16:48:39	1	5
8	2013-01-17 16:48:39	3	6
9	2013-01-17 16:48:40	2	7
9	2013-01-17 16:48:40	1	8
9	2013-01-17 16:48:40	3	9
10	2013-01-17 16:48:41	2	10
10	2013-01-17 16:48:41	1	11
10	2013-01-17 16:48:41	3	12
11	2013-01-17 16:48:42	2	13
11	2013-01-17 16:48:42	1	14
11	2013-01-17 16:48:42	3	15
12	2013-01-17 16:48:43	2	16
12	2013-01-17 16:48:43	1	17
12	2013-01-17 16:48:43	3	18
13	2013-01-17 16:48:44	2	19
13	2013-01-17 16:48:44	1	20
13	2013-01-17 16:48:44	3	21
14	2013-01-17 16:48:45	2	22
14	2013-01-17 16:48:45	1	23
14	2013-01-17 16:48:45	3	24
15	2013-01-17 16:48:46	2	25
15	2013-01-17 16:48:46	1	26
15	2013-01-17 16:48:46	3	27
16	2013-01-17 16:48:47	2	28
16	2013-01-17 16:48:47	1	29
16	2013-01-17 16:48:47	3	30
17	2013-01-17 16:48:48	2	31
17	2013-01-17 16:48:48	1	32
17	2013-01-17 16:48:48	3	33
18	2013-01-17 16:48:49	2	34
18	2013-01-17 16:48:49	1	35
18	2013-01-17 16:48:49	3	36
19	2013-01-17 16:48:50	2	37
19	2013-01-17 16:48:50	1	38
19	2013-01-17 16:48:50	3	39
20	2013-01-17 16:48:51	2	40
20	2013-01-17 16:48:51	1	41
20	2013-01-17 16:48:51	3	42
21	2013-01-17 16:48:52	2	43
21	2013-01-17 16:48:52	1	44
21	2013-01-17 16:48:52	3	45
22	2013-01-17 16:48:53	2	46
22	2013-01-17 16:48:53	1	47
22	2013-01-17 16:48:53	3	48
23	2013-01-17 16:48:54	2	49
23	2013-01-17 16:48:54	1	50
23	2013-01-17 16:48:54	3	51
24	2013-01-17 16:48:54	2	52
24	2013-01-17 16:48:55	1	53
24	2013-01-17 16:48:55	3	54
25	2013-01-17 16:48:55	2	55
25	2013-01-17 16:48:56	1	56
25	2013-01-17 16:48:56	3	57
26	2013-01-17 16:48:56	2	58
26	2013-01-17 16:48:56	1	59
26	2013-01-17 16:48:56	3	60
27	2013-01-17 16:48:57	2	61
27	2013-01-17 16:48:57	1	62
27	2013-01-17 16:48:57	3	63
28	2013-01-17 16:48:58	2	64
28	2013-01-17 16:48:58	1	65
28	2013-01-17 16:48:58	3	66
29	2013-01-17 16:48:59	2	67
29	2013-01-17 16:48:59	1	68
29	2013-01-17 16:48:59	3	69
30	2013-01-17 16:49:00	2	70
30	2013-01-17 16:49:00	1	71
30	2013-01-17 16:49:00	3	72
31	2013-01-17 16:49:01	2	73
31	2013-01-17 16:49:01	1	74
31	2013-01-17 16:49:01	3	75
32	2013-01-17 16:49:02	2	76
32	2013-01-17 16:49:02	1	77
32	2013-01-17 16:49:02	3	78
33	2013-01-17 16:49:03	2	79
33	2013-01-17 16:49:03	1	80
33	2013-01-17 16:49:03	3	81
34	2013-01-17 16:49:04	2	82
34	2013-01-17 16:49:04	1	83
34	2013-01-17 16:49:04	3	84
35	2013-01-17 16:49:05	2	85
35	2013-01-17 16:49:05	1	86
35	2013-01-17 16:49:05	3	87
36	2013-01-17 16:49:06	2	88
36	2013-01-17 16:49:06	1	89
36	2013-01-17 16:49:06	3	90
37	2013-01-17 16:49:07	2	91
37	2013-01-17 16:49:07	1	92
37	2013-01-17 16:49:07	3	93
38	2013-01-17 16:49:08	2	94
38	2013-01-17 16:49:08	1	95
38	2013-01-17 16:49:08	3	96
39	2013-01-17 16:49:09	2	97
39	2013-01-17 16:49:09	1	98
39	2013-01-17 16:49:09	3	99
40	2013-01-17 16:49:10	2	100
40	2013-01-17 16:49:10	1	101
40	2013-01-17 16:49:10	3	102
41	2013-01-17 16:49:11	2	103
41	2013-01-17 16:49:11	1	104
41	2013-01-17 16:49:11	3	105
42	2013-01-17 16:49:12	2	106
42	2013-01-17 16:49:12	1	107
42	2013-01-17 16:49:12	3	108
43	2013-01-17 16:49:13	2	109
43	2013-01-17 16:49:13	1	110
43	2013-01-17 16:49:13	3	111
44	2013-01-17 16:49:14	2	112
44	2013-01-17 16:49:14	1	113
44	2013-01-17 16:49:14	3	114
45	2013-01-17 16:49:15	2	115
45	2013-01-17 16:49:15	1	116
45	2013-01-17 16:49:15	3	117
46	2013-01-17 16:49:16	2	118
46	2013-01-17 16:49:16	1	119
46	2013-01-17 16:49:16	3	120
47	2013-01-17 16:49:17	2	121
47	2013-01-17 16:49:17	1	122
47	2013-01-17 16:49:17	3	123
48	2013-01-17 16:49:18	2	124
48	2013-01-17 16:49:18	1	125
48	2013-01-17 16:49:18	3	126
49	2013-01-17 16:49:19	2	127
49	2013-01-17 16:49:19	1	128
49	2013-01-17 16:49:19	3	129
50	2013-01-17 16:49:20	2	130
50	2013-01-17 16:49:20	1	131
50	2013-01-17 16:49:20	3	132
51	2013-01-17 16:49:21	2	133
51	2013-01-17 16:49:21	1	134
51	2013-01-17 16:49:21	3	135
52	2013-01-17 16:49:22	2	136
52	2013-01-17 16:49:22	1	137
52	2013-01-17 16:49:22	3	138
53	2013-01-17 16:49:23	2	139
53	2013-01-17 16:49:23	1	140
53	2013-01-17 16:49:23	3	141
54	2013-01-17 16:49:24	2	142
54	2013-01-17 16:49:24	1	143
54	2013-01-17 16:49:24	3	144
55	2013-01-17 16:49:25	2	145
55	2013-01-17 16:49:25	1	146
55	2013-01-17 16:49:25	3	147
56	2013-01-17 16:49:26	2	148
56	2013-01-17 16:49:26	1	149
56	2013-01-17 16:49:26	3	150
57	2013-01-17 16:49:27	2	151
57	2013-01-17 16:49:27	1	152
57	2013-01-17 16:49:27	3	153
58	2013-01-17 16:49:28	2	154
58	2013-01-17 16:49:28	1	155
58	2013-01-17 16:49:28	3	156
59	2013-01-17 16:49:29	2	157
59	2013-01-17 16:49:29	1	158
59	2013-01-17 16:49:29	3	159
60	2013-01-17 16:49:30	2	160
60	2013-01-17 16:49:30	1	161
60	2013-01-17 16:49:30	3	162
61	2013-01-17 16:49:31	2	163
61	2013-01-17 16:49:31	1	164
61	2013-01-17 16:49:31	3	165
62	2013-01-17 16:49:32	2	166
62	2013-01-17 16:49:32	1	167
62	2013-01-17 16:49:32	3	168
63	2013-01-17 16:49:33	2	169
