counter	insert_time	motelabMoteID	motelabSeqNo
7	2012-11-29 13:30:18	2	1
7	2012-11-29 13:30:18	1	2
8	2012-11-29 13:30:19	2	3
8	2012-11-29 13:30:19	1	4
9	2012-11-29 13:30:20	1	5
9	2012-11-29 13:30:20	2	6
10	2012-11-29 13:30:21	2	7
10	2012-11-29 13:30:21	1	8
11	2012-11-29 13:30:22	1	9
11	2012-11-29 13:30:22	2	10
12	2012-11-29 13:30:23	2	11
12	2012-11-29 13:30:23	1	12
13	2012-11-29 13:30:23	1	13
13	2012-11-29 13:30:23	2	14
14	2012-11-29 13:30:24	2	15
14	2012-11-29 13:30:24	1	16
15	2012-11-29 13:30:25	1	17
15	2012-11-29 13:30:25	2	18
16	2012-11-29 13:30:26	1	19
16	2012-11-29 13:30:26	2	20
17	2012-11-29 13:30:27	2	21
17	2012-11-29 13:30:27	1	22
18	2012-11-29 13:30:28	1	23
18	2012-11-29 13:30:28	2	24
19	2012-11-29 13:30:29	1	25
19	2012-11-29 13:30:29	2	26
20	2012-11-29 13:30:30	2	27
20	2012-11-29 13:30:30	1	28
21	2012-11-29 13:30:31	2	29
21	2012-11-29 13:30:31	1	30
22	2012-11-29 13:30:32	2	31
22	2012-11-29 13:30:32	1	32
23	2012-11-29 13:30:33	1	33
23	2012-11-29 13:30:33	2	34
24	2012-11-29 13:30:34	1	35
24	2012-11-29 13:30:34	2	36
25	2012-11-29 13:30:35	2	37
25	2012-11-29 13:30:35	1	38
26	2012-11-29 13:30:36	1	39
26	2012-11-29 13:30:36	2	40
27	2012-11-29 13:30:37	2	41
27	2012-11-29 13:30:37	1	42
28	2012-11-29 13:30:38	1	43
28	2012-11-29 13:30:38	2	44
29	2012-11-29 13:30:39	1	45
29	2012-11-29 13:30:39	2	46
30	2012-11-29 13:30:40	1	47
30	2012-11-29 13:30:40	2	48
31	2012-11-29 13:30:41	2	49
31	2012-11-29 13:30:41	1	50
32	2012-11-29 13:30:42	2	51
32	2012-11-29 13:30:42	1	52
33	2012-11-29 13:30:43	2	53
33	2012-11-29 13:30:43	1	54
34	2012-11-29 13:30:44	2	55
34	2012-11-29 13:30:44	1	56
35	2012-11-29 13:30:45	2	57
35	2012-11-29 13:30:45	1	58
36	2012-11-29 13:30:46	2	59
36	2012-11-29 13:30:46	1	60
37	2012-11-29 13:30:47	1	61
37	2012-11-29 13:30:47	2	62
38	2012-11-29 13:30:48	1	63
38	2012-11-29 13:30:48	2	64
39	2012-11-29 13:30:49	1	65
39	2012-11-29 13:30:49	2	66
40	2012-11-29 13:30:50	2	67
40	2012-11-29 13:30:50	1	68
41	2012-11-29 13:30:51	1	69
41	2012-11-29 13:30:51	2	70
42	2012-11-29 13:30:52	1	71
42	2012-11-29 13:30:52	2	72
43	2012-11-29 13:30:53	1	73
43	2012-11-29 13:30:53	2	74
44	2012-11-29 13:30:54	2	75
44	2012-11-29 13:30:54	1	76
45	2012-11-29 13:30:55	1	77
45	2012-11-29 13:30:55	2	78
46	2012-11-29 13:30:56	2	79
46	2012-11-29 13:30:56	1	80
47	2012-11-29 13:30:57	2	81
47	2012-11-29 13:30:57	1	82
48	2012-11-29 13:30:58	1	83
48	2012-11-29 13:30:58	2	84
49	2012-11-29 13:30:59	1	85
49	2012-11-29 13:30:59	2	86
50	2012-11-29 13:31:00	2	87
50	2012-11-29 13:31:00	1	88
51	2012-11-29 13:31:01	1	89
51	2012-11-29 13:31:01	2	90
52	2012-11-29 13:31:02	1	91
52	2012-11-29 13:31:02	2	92
53	2012-11-29 13:31:03	2	93
53	2012-11-29 13:31:03	1	94
54	2012-11-29 13:31:04	1	95
54	2012-11-29 13:31:04	2	96
55	2012-11-29 13:31:04	1	97
55	2012-11-29 13:31:04	2	98
56	2012-11-29 13:31:05	1	99
56	2012-11-29 13:31:05	2	100
57	2012-11-29 13:31:06	2	101
57	2012-11-29 13:31:06	1	102
58	2012-11-29 13:31:07	1	103
58	2012-11-29 13:31:07	2	104
59	2012-11-29 13:31:08	1	105
59	2012-11-29 13:31:08	2	106
60	2012-11-29 13:31:09	1	107
60	2012-11-29 13:31:09	2	108
61	2012-11-29 13:31:10	1	109
