counter	insert_time	motelabMoteID	motelabSeqNo
7	2012-11-29 14:32:17	2	1
7	2012-11-29 14:32:17	1	2
8	2012-11-29 14:32:18	2	3
8	2012-11-29 14:32:18	1	4
9	2012-11-29 14:32:19	2	5
9	2012-11-29 14:32:19	1	6
10	2012-11-29 14:32:20	2	7
10	2012-11-29 14:32:20	1	8
11	2012-11-29 14:32:21	2	9
11	2012-11-29 14:32:21	1	10
12	2012-11-29 14:32:22	2	11
12	2012-11-29 14:32:22	1	12
13	2012-11-29 14:32:23	2	13
13	2012-11-29 14:32:23	1	14
14	2012-11-29 14:32:24	2	15
14	2012-11-29 14:32:24	1	16
15	2012-11-29 14:32:25	2	17
15	2012-11-29 14:32:25	1	18
16	2012-11-29 14:32:26	2	19
16	2012-11-29 14:32:26	1	20
17	2012-11-29 14:32:27	2	21
17	2012-11-29 14:32:27	1	22
18	2012-11-29 14:32:28	2	23
18	2012-11-29 14:32:28	1	24
19	2012-11-29 14:32:29	2	25
19	2012-11-29 14:32:29	1	26
20	2012-11-29 14:32:30	2	27
20	2012-11-29 14:32:30	1	28
21	2012-11-29 14:32:31	2	29
21	2012-11-29 14:32:31	1	30
22	2012-11-29 14:32:32	2	31
22	2012-11-29 14:32:32	1	32
23	2012-11-29 14:32:32	2	33
23	2012-11-29 14:32:33	1	34
24	2012-11-29 14:32:33	2	35
24	2012-11-29 14:32:33	1	36
25	2012-11-29 14:32:34	2	37
25	2012-11-29 14:32:34	1	38
26	2012-11-29 14:32:35	2	39
26	2012-11-29 14:32:35	1	40
27	2012-11-29 14:32:36	2	41
27	2012-11-29 14:32:36	1	42
28	2012-11-29 14:32:37	2	43
28	2012-11-29 14:32:37	1	44
29	2012-11-29 14:32:38	2	45
29	2012-11-29 14:32:38	1	46
30	2012-11-29 14:32:39	2	47
30	2012-11-29 14:32:39	1	48
31	2012-11-29 14:32:40	2	49
31	2012-11-29 14:32:40	1	50
32	2012-11-29 14:32:41	2	51
32	2012-11-29 14:32:41	1	52
33	2012-11-29 14:32:42	2	53
33	2012-11-29 14:32:42	1	54
34	2012-11-29 14:32:43	2	55
34	2012-11-29 14:32:43	1	56
35	2012-11-29 14:32:44	2	57
35	2012-11-29 14:32:44	1	58
36	2012-11-29 14:32:45	2	59
36	2012-11-29 14:32:45	1	60
37	2012-11-29 14:32:46	2	61
37	2012-11-29 14:32:46	1	62
38	2012-11-29 14:32:47	2	63
38	2012-11-29 14:32:47	1	64
39	2012-11-29 14:32:48	2	65
39	2012-11-29 14:32:48	1	66
40	2012-11-29 14:32:49	2	67
40	2012-11-29 14:32:49	1	68
41	2012-11-29 14:32:50	2	69
41	2012-11-29 14:32:50	1	70
42	2012-11-29 14:32:51	2	71
42	2012-11-29 14:32:51	1	72
43	2012-11-29 14:32:52	2	73
43	2012-11-29 14:32:52	1	74
44	2012-11-29 14:32:53	2	75
44	2012-11-29 14:32:53	1	76
45	2012-11-29 14:32:54	2	77
45	2012-11-29 14:32:54	1	78
46	2012-11-29 14:32:55	2	79
46	2012-11-29 14:32:55	1	80
47	2012-11-29 14:32:56	2	81
47	2012-11-29 14:32:56	1	82
48	2012-11-29 14:32:57	2	83
48	2012-11-29 14:32:57	1	84
49	2012-11-29 14:32:58	2	85
49	2012-11-29 14:32:58	1	86
50	2012-11-29 14:32:59	2	87
50	2012-11-29 14:32:59	1	88
51	2012-11-29 14:33:00	2	89
51	2012-11-29 14:33:00	1	90
52	2012-11-29 14:33:01	2	91
52	2012-11-29 14:33:01	1	92
53	2012-11-29 14:33:02	2	93
53	2012-11-29 14:33:02	1	94
54	2012-11-29 14:33:03	2	95
54	2012-11-29 14:33:03	1	96
55	2012-11-29 14:33:04	2	97
55	2012-11-29 14:33:04	1	98
56	2012-11-29 14:33:05	2	99
56	2012-11-29 14:33:05	1	100
57	2012-11-29 14:33:06	2	101
57	2012-11-29 14:33:06	1	102
58	2012-11-29 14:33:07	2	103
58	2012-11-29 14:33:07	1	104
59	2012-11-29 14:33:08	2	105
59	2012-11-29 14:33:08	1	106
60	2012-11-29 14:33:09	2	107
60	2012-11-29 14:33:09	1	108
61	2012-11-29 14:33:10	2	109
61	2012-11-29 14:33:10	1	110
62	2012-11-29 14:33:11	2	111
62	2012-11-29 14:33:11	1	112
63	2012-11-29 14:33:12	2	113
